rank,arxiv_id,published,relevance_score,title,authors,primary_category,score_reasons,matched_queries,abs_url,pdf_url
64,2605.12129,2026-05-12T13:50:30Z,22,It's Not the Size: Harness Design Determines Operational Stability in Small Language Models,Yong-eun Cho,cs.SE,explicit harness/scaffold; harness component; reliability,"all:""harness engineering""",https://arxiv.org/abs/2605.12129,https://arxiv.org/pdf/2605.12129
65,2605.05991,2026-05-07T10:41:50Z,22,A Case-Driven Multi-Agent Framework for E-Commerce Search Relevance,Global E-Commerce Search Relevance Team,cs.IR,evaluation; explicit harness/scaffold; harness component; system-level; trajectory,"all:""harness engineering""",https://arxiv.org/abs/2605.05991,https://arxiv.org/pdf/2605.05991
66,2605.02092,2026-05-03T23:22:01Z,22,NORA: A Harness-Engineered Autonomous Research Agent for End-to-End Spatial Data Science,Bing Zhou; Xiao Huang; Huan Ning; Qiusheng Wu; Diya Li; Ziyi Zhang,cs.AI,cost/budget; explicit harness/scaffold; harness component,"all:""harness engineering""",https://arxiv.org/abs/2605.02092,https://arxiv.org/pdf/2605.02092
67,2604.21003,2026-04-22T18:51:48Z,22,The Last Harness You'll Ever Build,Haebin Seong; Li Yin; Haoran Zhang; Zhan Shi,cs.AI,evaluation; explicit harness/scaffold,"all:""harness engineering""",https://arxiv.org/abs/2604.21003,https://arxiv.org/pdf/2604.21003
68,2604.13954,2026-04-15T15:06:01Z,22,HINTBench: Horizon-agent Intrinsic Non-attack Trajectory Benchmark,Jiacheng Wang; Jinchang Hou; Fabian Wang; Ping Jian; Chenfu Bao; Zhonghou Lv,cs.LG,evaluation; reliability; trajectory; transfer/overfit,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2604.13954,https://arxiv.org/pdf/2604.13954
69,2604.18614,2026-04-15T14:46:29Z,22,HadAgent: Harness-Aware Decentralized Agentic AI Serving with Proof-of-Inference Blockchain Consensus,Landy Jimenez; Mariah Weatherspoon; Bingyu Shen; Yi Sheng; Jianming Liu; Boyang Li,cs.DC,cost/budget; explicit harness/scaffold; harness component,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2604.18614,https://arxiv.org/pdf/2604.18614
70,2604.11978,2026-04-13T19:11:42Z,22,The Long-Horizon Task Mirage? Diagnosing Where and Why Agentic Systems Break,Xinyu Jessica Wang; Haoyue Bai; Yiyou Sun; Haorui Wang; Shuibai Zhang; Wenjie Hu; Mya Schroder; Bilge Mutlu; Dawn Song; Robert D Nowak,cs.AI,attribution/statistics; evaluation; reliability; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2604.11978,https://arxiv.org/pdf/2604.11978
71,2604.03515,2026-04-03T23:30:02Z,22,Inside the Scaffold: A Source-Code Taxonomy of Coding Agent Architectures,Benjamin Rombaut,cs.SE,explicit harness/scaffold; harness component; trajectory,"all:""agent scaffold"" | all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2604.03515,https://arxiv.org/pdf/2604.03515
72,2602.22769,2026-02-26T08:59:31Z,22,AMA-Bench: Evaluating Long-Horizon Memory for Agentic Applications,Yujie Zhao; Boqin Yuan; Junbo Huang; Haocheng Yuan; Zhongming Yu; Haozhou Xu; Lanxiang Hu; Abhilash Shankarampeta; Zimeng Huang; Wentao Ni; Yuandong Tian; Jishen Zhao,cs.AI,attribution/statistics; evaluation; harness component; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2602.22769,https://arxiv.org/pdf/2602.22769
73,2601.10343,2026-01-15T12:36:08Z,22,OctoBench: Benchmarking Scaffold-Aware Instruction Following in Repository-Grounded Agentic Coding,Deming Ding; Shichun Liu; Enhui Yang; Jiahang Lin; Ziying Chen; Shihan Dou; Honglin Guo; Weiyu Cheng; Pengyu Zhao; Chengjun Xiao; Qunhong Zeng; Qi Zhang; Xuanjing Huang; Qidi Xu; Tao Gui,cs.CL,evaluation; explicit harness/scaffold,"all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2601.10343,https://arxiv.org/pdf/2601.10343
74,2607.06764,2026-07-07T19:49:35Z,21,Cost-Effective Agent Harnesses for Abstract Reasoning and Generalization on ARC-AGI-1,Kabir Moghe; Peter Chin,cs.AI,cost/budget; evaluation; harness component; transfer/overfit,"all:""agent harness""",https://arxiv.org/abs/2607.06764,https://arxiv.org/pdf/2607.06764
75,2607.01421,2026-07-01T19:31:02Z,21,Risk Architecture for AI-Native Engineering Teams: An Organizational Framework for Agentic System Governance,Laxmipriya Ganesh Iyer,cs.SE,evaluation; reliability; system-level,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2607.01421,https://arxiv.org/pdf/2607.01421
76,2606.21856,2026-06-20T03:24:24Z,21,"Harness-MU: A Safe, Governed, and Effective Harness for Multi-User LLM Agents",Wangxuan Fan; Xiaoyu Nie; Zhongxiang Dai,cs.CR,evaluation; explicit harness/scaffold; trajectory,"all:""LLM agent"" AND all:robustness | all:""LLM agents"" AND all:benchmark | all:""harness engineering""",https://arxiv.org/abs/2606.21856,https://arxiv.org/pdf/2606.21856
77,2606.20950,2026-06-18T21:30:39Z,21,Power Systems Agent Benchmark: Executable Evaluation of AI Agents in Electric Power Engineering,Sergei Trashchenkov,cs.AI,evaluation; explicit harness/scaffold; harness component; reliability,"all:""harness effect""",https://arxiv.org/abs/2606.20950,https://arxiv.org/pdf/2606.20950
78,2606.19613,2026-06-17T21:36:09Z,21,StaminaBench: Stress-Testing Coding Agents over 100 Interaction Turns,Vlad Sobal; Shuo Yang; Yuting Zhang; Wei Xia; Stefano Soatto,cs.SE,evaluation; explicit harness/scaffold; harness component; reliability; trajectory,"all:""agent harness""",https://arxiv.org/abs/2606.19613,https://arxiv.org/pdf/2606.19613
79,2606.19380,2026-06-13T18:29:53Z,21,"ClayBuddy: A Framework, Evaluation, & Mitigation of Coding Agent Failures",Kenneth Ge; Andre Assis,cs.SE,evaluation; explicit harness/scaffold; harness component; reliability,"all:""agent harness""",https://arxiv.org/abs/2606.19380,https://arxiv.org/pdf/2606.19380
80,2606.09682,2026-06-08T16:02:03Z,21,AutoMegaKernel: A Statically-Checked Agent Harness for Self-Retargeting Megakernel Synthesis,Jaber Jaber; Osama Jaber,cs.LG,cost/budget; explicit harness/scaffold,"all:""agent harness""",https://arxiv.org/abs/2606.09682,https://arxiv.org/pdf/2606.09682
81,2606.08610,2026-06-07T12:49:33Z,21,HARBOR: A Harness Framework for Agentic Robot Reinforcement Learning,Zechu Li; Yufeng Jin; Xiaoyang Liu; Puze Liu; Vignesh Prasad; Carlo D'Eramo; Georgia Chalvatzaki,cs.RO,cost/budget; explicit harness/scaffold,"all:""harness engineering""",https://arxiv.org/abs/2606.08610,https://arxiv.org/pdf/2606.08610
82,2606.05080,2026-06-03T16:36:54Z,21,AutoLab: Can Frontier Models Solve Long-Horizon Auto Research and Engineering Tasks?,Zhangchen Xu; Junda Chen; Yue Huang; Dongfu Jiang; Jiefeng Chen; Hang Hua; Zijian Wu; Zheyuan Liu; Zexue He; Lichi Li; Shizhe Diao; Jiaxin Pei; Jinsung Yoon; Hao Zhang; Mengdi Wang; Radha Poovendran; Misha Sra; Alex Pentland; Zichen Chen,cs.AI,cost/budget; evaluation; explicit harness/scaffold; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2606.05080,https://arxiv.org/pdf/2606.05080
83,2606.00765,2026-05-30T15:11:35Z,21,FALAT: Tracing Failures in LLM Agent Trajectories via Dependency-Guided Search,Md Nakhla Rafi; Md Ahasanuzzaman; Dong Jae Kim; Zhijie Wang; Tse-Hsun Chen,cs.AI,attribution/statistics; evaluation; harness component; reliability; trajectory,"all:""LLM agent"" AND all:""tool calling"" | all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2606.00765,https://arxiv.org/pdf/2606.00765
84,2605.15221,2026-05-13T06:33:06Z,21,Effective Harness Engineering for Algorithm Discovery with Coding Agents,Yoichi Ishibashi; Taro Yano; Masafumi Oyamada,cs.SE,cost/budget; evaluation; explicit harness/scaffold,"all:""harness engineering""",https://arxiv.org/abs/2605.15221,https://arxiv.org/pdf/2605.15221
85,2606.11213,2026-05-01T18:39:02Z,21,Beyond Compaction: Structured Context Eviction for Long-Horizon Agents,Andrew Semenov; Svyatoslav Dorofeev,cs.CL,attribution/statistics; cost/budget; harness component; trajectory,"all:""LLM agent"" AND all:""context management""",https://arxiv.org/abs/2606.11213,https://arxiv.org/pdf/2606.11213
86,2604.13630,2026-04-15T08:59:00Z,21,SafeHarness: Lifecycle-Integrated Security Architecture for LLM-based Agent Deployment,Xixun Lin; Yang Liu; Yancheng Chen; Yongxuan Wu; Yucheng Ning; Yilong Liu; Nan Sun; Shun Zhang; Bin Chong; Chuan Zhou; Yanan Cao,cs.CR,attribution/statistics; evaluation; explicit harness/scaffold; harness component,"all:""LLM agent"" AND all:""context management"" | all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2604.13630,https://arxiv.org/pdf/2604.13630
87,2603.23749,2026-03-24T22:17:11Z,21,Efficient Benchmarking of AI Agents,Franck Ndzomga,cs.AI,cost/budget; evaluation; explicit harness/scaffold; harness component; transfer/overfit,"all:""agent scaffold""",https://arxiv.org/abs/2603.23749,https://arxiv.org/pdf/2603.23749
88,2602.15112,2026-02-16T19:00:03Z,21,ResearchGym: Evaluating Language Model Agents on Real-World AI Research,Aniketh Garikaparthi; Manasi Patwardhan; Arman Cohan,cs.AI,evaluation; explicit harness/scaffold; harness component; reliability; trajectory,"all:""agent scaffold""",https://arxiv.org/abs/2602.15112,https://arxiv.org/pdf/2602.15112
89,2607.08716,2026-07-09T17:26:28Z,20,Remember When It Matters: Proactive Memory Agent for Long-Horizon Agents,Yifan Wu; Lizhu Zhang; Yuhang Zhou; Mingyi Wang; Bo Peng; Serena Li; Xiangjun Fan; Zhuokai Zhao,cs.AI,harness component; reliability; trajectory; transfer/overfit,"all:""Terminal-Bench"" | all:""agent harness""",https://arxiv.org/abs/2607.08716,https://arxiv.org/pdf/2607.08716
90,2607.08497,2026-07-09T13:55:55Z,20,"Cognitive-structured Multimodal Agent for Multimodal Understanding, Generation, and Editing",Feng Wang; Canmiao Fu; Zhipeng Huang; Chen Li; Jing Lyu; Ge Li,cs.CV,cost/budget; evaluation; explicit harness/scaffold; harness component; trajectory,"all:""agent harness"" | all:""inference-time"" AND all:agent",https://arxiv.org/abs/2607.08497,https://arxiv.org/pdf/2607.08497
91,2607.08028,2026-07-09T01:08:33Z,20,From Prompts to Contracts: Harness Engineering for Auditable Enterprise LLM Agents,Joongho Ahn; Moonsoo Kim,cs.AI,explicit harness/scaffold; harness component,"all:""LLM agent"" AND all:evaluation | all:""agent harness"" | all:""harness engineering""",https://arxiv.org/abs/2607.08028,https://arxiv.org/pdf/2607.08028
92,2607.07405,2026-07-08T13:38:54Z,20,"Reason Less, Verify More: Deterministic Gates Recover a Silent Policy-Violation Failure Mode in Tool-Using LLM Agents",Vikas Reddy; Sumanth Reddy Challaram; Abhishek Basu,cs.AI,cost/budget; evaluation; harness component; reliability,"all:""LLM agent"" AND all:evaluation | all:""LLM agent"" AND all:verification | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.07405,https://arxiv.org/pdf/2607.07405
93,2607.05775,2026-07-07T03:05:13Z,20,"Beyond the Leaderboard: A Synthesis of Tool-Use, Planning, and Reasoning Failures in Large Language Model Agents",Wael Albayaydh; Rui Zhao; Ivan Flechais,cs.AI,evaluation; harness component; reliability; trajectory,"all:""LLM agent"" AND all:evaluation | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.05775,https://arxiv.org/pdf/2607.05775
94,2607.01510,2026-07-01T22:17:34Z,20,Janus: a Playground for User-Involved Agentic Permission Management,Natalie Grace Brigham; Eugene Bagdasarian; Tadayoshi Kohno; Franziska Roesner,cs.AI,evaluation; explicit harness/scaffold; harness component; system-level,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2607.01510,https://arxiv.org/pdf/2607.01510
95,2606.29955,2026-06-29T08:33:52Z,20,SpreadsheetBench 2: Evaluating Agents on End-to-End Business Spreadsheet Workflows,Jian Zhu; Yuzheng Zhang; Zeyao Ma; Bohan Zhang; Armin Schoepf; Daniel Woloch; Peter Yiliu Wang; Guangyu Robert Yang; Samuel Jacob; Siddharth Nagisetty; Abhiram Chundru; Jean Lin; Spencer Mateega; Jing Zhang,cs.SE,evaluation; explicit harness/scaffold; reliability; trajectory,"all:""agent scaffold""",https://arxiv.org/abs/2606.29955,https://arxiv.org/pdf/2606.29955
96,2606.29771,2026-06-29T04:26:30Z,20,"CLQT: A Closed-Loop, Cost-Aware, Strategy-Consistent Benchmark for Diagnostic Evaluation of LLM Portfolio-Management Agents",Bo Qu; Mingguang Chen,cs.AI,cost/budget; evaluation; harness component; reliability,"all:""LLM agent"" AND all:evaluation | all:""LLM agent"" AND all:memory | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.29771,https://arxiv.org/pdf/2606.29771
97,2606.26080,2026-06-24T17:54:08Z,20,Neglected Free Lunch from Post-training: Progress Advantage for LLM Agents,Changdae Oh; Wendi Li; Seongheon Park; Samuel Yeh; Tanwi Mallick; Sharon Li,cs.LG,attribution/statistics; evaluation; reliability; trajectory,"all:""LLM agents"" AND all:benchmark | all:""agentic system"" AND all:evaluation | all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2606.26080,https://arxiv.org/pdf/2606.26080
98,2606.22329,2026-06-21T04:35:43Z,20,BabelJudge: Measuring LLM-as-a-Judge Reliability Across Languages and Agent Trajectories,Shreyas KC,cs.CL,cost/budget; evaluation; harness component; reliability; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2606.22329,https://arxiv.org/pdf/2606.22329
99,2606.21144,2026-06-19T06:35:52Z,20,AdaMem: Learning What to Remember for Personalized Long-Horizon LLM Agents,Xingyu Chen; Rui Wang; Zhaopeng Tu; Liefeng Bo,cs.CL,cost/budget; evaluation; harness component; reliability; trajectory,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.21144,https://arxiv.org/pdf/2606.21144
100,2606.19245,2026-06-17T16:23:45Z,20,TxBench-PP: Analyzing AI Agent Performance on Small-Molecule Preclinical Pharmacology,Hannah Le; Ramesh Ramasamy; Alex Urrutia; Mahsa Yazdani; Tim Proctor; Kenny Workman,cs.AI,attribution/statistics; evaluation; explicit harness/scaffold,"all:""model harness""",https://arxiv.org/abs/2606.19245,https://arxiv.org/pdf/2606.19245
101,2606.18550,2026-06-17T00:00:11Z,20,The Gate Is Only as Honest as Its Contracts: ContractGuard for the Contract Layer of Risk-Aware Causal Gating,Laxmipriya Ganesh Iyer; Rahul Suresh Babu,cs.CR,attribution/statistics; evaluation; harness component,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2606.18550,https://arxiv.org/pdf/2606.18550
102,2606.14249,2026-06-12T08:27:11Z,20,"HarnessX: A Composable, Adaptive, and Evolvable Agent Harness Foundry",Tingyang Chen; Shuo Lu; Kang Zhao; Weicheng Meng; Hanlin Teng; Tianhao Li; Chao Li; Xule Liu; Jian Liang; Zhizhong Zhang; Yuan Xie; Heng Qu; Kun Shao; Jian Luan,cs.AI,explicit harness/scaffold; harness component,"all:""SWE-bench"" AND all:agent | all:""agent harness""",https://arxiv.org/abs/2606.14249,https://arxiv.org/pdf/2606.14249
103,2606.12344,2026-06-10T17:16:23Z,20,Claw-SWE-Bench: A Benchmark for Evaluating OpenClaw-style Agent Harnesses on Coding Tasks,Mengyu Zheng; Kai Han; Boxun Li; Haiyang Xu; Yuchuan Tian; Wei He; Hang Zhou; Jianyuan Guo; Hailin Hu; Lin Ma; Chao Xu; Guohao Dai; Lixue Xia; Yunchao Wei; Yunhe Wang; Yu Wang,cs.LG,cost/budget; evaluation; explicit harness/scaffold; harness component,"all:""SWE-bench"" AND all:agent | all:""agent harness""",https://arxiv.org/abs/2606.12344,https://arxiv.org/pdf/2606.12344
104,2606.03005,2026-06-02T01:24:30Z,20,MUSE: A Unified Agentic Harness for MLLMs,Jianglin Lu; Hailing Wang; Xu Ma; Qihua Dong; Mingyuan Zhang; Yizhou Wang; Yun Fu,cs.CV,explicit harness/scaffold; harness component,"all:""agent harness""",https://arxiv.org/abs/2606.03005,https://arxiv.org/pdf/2606.03005
105,2605.30785,2026-05-29T03:21:08Z,20,Learning Agent-Compatible Context Management for Long-Horizon Tasks,Lu Yi; Runlin Lei; Liuyi Yao; Yuexiang Xie; Yuyang Li; Wenhao Zhang; Zhewei Wei; Yaliang Li; Jian-Yun Nie,cs.AI,harness component; reliability; trajectory; transfer/overfit,"all:""LLM agent"" AND all:""context management""",https://arxiv.org/abs/2605.30785,https://arxiv.org/pdf/2605.30785
106,2606.20629,2026-05-28T17:12:20Z,20,"Specialize Roles, Mix Deployments: Pushing the Cost-Accuracy Frontier of LLM Agent Teams",Yinsicheng Jiang; Liang Cheng; Yeqi Huang; Yufan Zhao; Zhan Lu; Li Dong; Wenda Li; Edoardo Ponti; Luo Mai,cs.MA,cost/budget; evaluation; explicit harness/scaffold; harness component,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2606.20629,https://arxiv.org/pdf/2606.20629
107,2605.29512,2026-05-28T07:33:47Z,20,MINDGAMES: A Live Arena for Evaluating Social and Strategic Reasoning in Multi-Agent LLMs,Kevin Wang; Anna Thöni; Benjamin Kempinski; Bobby Cheng; Jianzhu Yao; Benjamin Finch; Leon Guertler; Viraj Nadkarni; Yihan Jiang; Aliaksei Korshuk; Alexander Buyantuev; Ilya Makarov; Siyuan Wu; Yu-Chi Cheng; Yan-Ru Ju; Ti-Rong Wu; I-Hsuan Chu; Yu-Yu Yang; I-Chen Wu; Yitian Huang; Qinlu Cao; Yiheng Sun; Yuhong Dai; Hongkun Yao; Jingxuan Fu; Jiwei Zhang; Hao Liao; Mossimo Ebeling; Govind Arun; Sadhvik Bathini; Mihir S Arya; Avinash Anish; Aditya Ranjan; Kirtana Sunil Phatnani; Paval KS; Vrushali Mehta; Aravind S; Nikhil Arora; Tanya Upadhyay; Amol Bandagale; Yuan Lu; ChunEn Hsiao; YuTing Lin; Arvin Chung; Jerry John Thomas; Mathieu Laurière; Leshem Choshen; Yoram Bachrach; Pramod Viswanath; Maria Polukarov; Cheston Tan; Tal Kachman; Atlas Wang,cs.AI,attribution/statistics; evaluation; reliability; trajectory,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2605.29512,https://arxiv.org/pdf/2605.29512
108,2605.27882,2026-05-27T03:06:18Z,20,VibeSearchBench: Benchmarking Long-horizon Proactive Search in the Wild,Xiaohongshu Inc,cs.CL,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""agent harness""",https://arxiv.org/abs/2605.27882,https://arxiv.org/pdf/2605.27882
109,2605.16679,2026-05-15T22:34:31Z,20,"CHI-Bench: Can AI Agents Automate End-to-End, Long-Horizon, Policy-Rich Healthcare Workflows?",Haolin Chen; Deon Metelski; Leon Qi; Tao Xia; Joonyul Lee; Steve Brown; Kevin Riley; Frank Wang; T. Y. Alvin Liu; Hank Capps MD; Zeyu Tang; Xiangchen Song; Lingjing Kong; Fan Feng; Tianyi Zeng; Zhiwei Liu; Zixian Ma; Hang Jiang; Fangli Geng; Yuan Yuan; Chenyu You; Qingsong Wen; Hua Wei; Yanjie Fu; Yue Zhao; Carl Yang; Biwei Huang; Kun Zhang; Caiming Xiong; Sanmi Koyejo; Eric P. Xing; Philip S. Yu; Weiran Yao,cs.CL,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""agent harness""",https://arxiv.org/abs/2605.16679,https://arxiv.org/pdf/2605.16679
110,2605.14126,2026-05-13T21:27:21Z,20,Reinforcement Learning for Tool-Calling Agents in Fast Healthcare Interoperability Resources (FHIR),Marius S. Knorr; Robert Müller; Jan P. Bremer; Nils Schweingruber,cs.LG,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2605.14126,https://arxiv.org/pdf/2605.14126
111,2605.12239,2026-05-12T15:09:46Z,20,Harness Engineering as Categorical Architecture,Bogdan Banu,cs.PL,explicit harness/scaffold; harness component,"all:""harness engineering""",https://arxiv.org/abs/2605.12239,https://arxiv.org/pdf/2605.12239
